"Id","FNC1","FNC3","FNC7","FNC8","FNC10","FNC11","FNC18","FNC32","FNC33","FNC38","FNC42","FNC50","FNC51","FNC54","FNC56","FNC58","FNC59","FNC60","FNC63","FNC65","FNC67","FNC68","FNC71","FNC73","FNC78","FNC81","FNC84","FNC86","FNC88","FNC89","FNC91","FNC92","FNC95","FNC106","FNC107","FNC108","FNC112","FNC114","FNC128","FNC130","FNC135","FNC136","FNC137","FNC138","FNC139","FNC145","FNC148","FNC155","FNC157","FNC158","FNC161","FNC165","FNC166","FNC167","FNC175","FNC179","FNC182","FNC184","FNC187","FNC189","FNC192","FNC193","FNC194","FNC202","FNC205","FNC207","FNC208","FNC214","FNC217","FNC224","FNC231","FNC232","FNC233","FNC234","FNC238","FNC257","FNC261","FNC270","FNC272","FNC274","FNC277","FNC280","FNC287","FNC289","FNC290","FNC295","FNC298","FNC301","FNC304","FNC307","FNC310","FNC313","FNC317","FNC322","FNC325","FNC330","FNC331","FNC333","FNC336","FNC338","FNC340","FNC342","FNC347","FNC353","FNC366","FNC368","FNC374","SBM_map26","SBM_map40","SBM_map64","SBM_map69","SBM_map73"
275939,0.3283,0.027821,-0.13083,0.077108,0.48986,0.025667,-0.20561,0.26593,0.59077,0.36552,-0.03084,0.24087,0.48285,0.16116,0.23843,-0.059845,0.013705,-0.38981,-0.52539,-0.21071,-0.030508,-0.19737,-0.50948,0.016994,0.37462,0.25728,0.010958,-0.16821,-0.30692,-0.073784,-0.24967,0.02614,0.034878,0.0063801,-0.47957,0.16257,-0.15777,-0.0037259,0.015711,0.23948,0.32299,-0.15767,0.063816,-0.62228,-0.15529,-0.48094,0.53185,0.12674,-0.33018,0.17752,0.46184,-0.0636,0.44034,-9.61e-05,0.25266,0.43665,0.56212,0.32417,-0.25311,0.32415,0.33713,0.089251,0.68367,-0.14106,-0.014438,-0.24773,0.20221,-0.10473,0.061793,-0.019917,0.064134,0.25111,-0.26406,-0.3299,0.13577,0.30876,-0.41861,0.066877,-0.23524,-0.051731,-0.011257,-0.42467,0.19409,0.078982,0.34364,-0.038682,0.12203,0.14802,-0.032879,0.0019691,-0.63882,0.22456,-0.27173,-0.039234,0.22697,0.033361,0.21995,-0.024663,0.44302,0.4983,0.65251,-0.34215,0.059047,0.50052,-0.12201,0.39534,-0.14939,-0.187301345916192,0.0260307856983546,-1.84589240981659,-1.34447921350918,-0.164421916422945
277945,0.36298,0.26086,0.44229,0.13294,0.34107,-0.083241,0.046371,0.61819,0.36368,0.050737,-0.1519,0.63395,-0.45674,0.14427,0.065582,0.084499,-0.16301,-0.15525,-0.023596,-0.30382,-0.17247,-0.12603,0.13686,0.081701,-0.0047866,0.45189,0.38117,-0.080954,0.60379,0.19832,-0.24688,0.0011774,-0.25255,-0.42597,0.28818,0.33723,0.20523,-0.33404,-0.054616,0.43718,-0.17823,-0.41867,-0.0048641,-0.33885,0.039605,-0.55737,0.41127,-0.056027,-0.16797,0.25934,0.17367,0.2549,-0.21041,0.46272,0.25101,0.178,0.46656,-0.090767,0.20239,0.49725,0.17156,-0.034252,0.10582,-0.13207,0.18228,-0.11643,0.38518,0.10526,-0.094241,0.042034,0.13114,0.10594,-0.12603,0.13796,0.059053,-0.35564,-0.11255,-0.23732,-0.20086,0.3888,-0.13428,-0.023551,0.51102,0.3461,0.32042,0.13946,-0.32849,0.22073,0.44985,0.16016,0.098864,0.57555,-0.19912,-0.14459,0.14386,0.074875,-0.1846,0.10489,-0.31445,-0.16078,0.43373,-0.38205,-0.07526,-0.078647,-0.042793,0.14574,0.25495,-0.602088751611176,-1.17823631779578,-0.911474412123878,-0.852500920278148,-0.865759359482972
290112,0.40831,0.35536,-0.13193,0.14095,0.42978,0.48325,0.39741,0.076241,0.22946,0.42857,-0.4572,0.11058,-0.022804,0.65277,0.34921,-0.1999,-0.025489,0.15474,0.043538,-0.099833,-0.60558,-0.48148,-0.18036,0.0055551,-0.33624,-0.2718,0.29681,0.54462,0.29669,0.063907,-0.51697,-0.37742,0.072101,0.26354,0.42908,-0.0020674,-0.043875,0.29305,0.1285,0.47518,0.54406,-0.60153,-0.58994,0.35212,-0.34977,-0.078687,0.61929,0.056681,0.53523,0.70423,0.57899,0.43848,0.24295,-0.10858,0.39076,-0.31255,0.54219,-0.032251,-0.15747,0.58486,0.7113,0.31093,0.63181,0.26367,0.33873,0.27362,0.51417,-0.1518,0.20565,0.046535,-0.35972,-0.15151,0.29059,-0.14747,0.44665,0.39702,0.31473,0.28566,-0.18619,0.13375,0.28475,0.50008,-0.028261,0.1205,0.1763,0.12366,0.14958,-0.3041,0.010589,0.2656,0.0080167,0.78687,-0.070662,-0.1021,0.84105,0.42182,0.38278,0.4669,-0.012117,0.34575,0.19216,-0.34894,0.56047,-0.20903,0.2996,0.3156,-0.016677,-0.934610900886802,0.499025145289766,-0.671347069148486,0.565998575350817,1.22204409138543
293046,0.55062,0.3869,0.23496,0.19526,0.4257,-0.05823,0.42093,0.46653,0.51587,0.21717,0.29391,0.11451,0.27247,0.70119,0.70708,0.53581,0.043014,0.42092,0.18968,-0.067712,0.23553,0.32709,0.67146,0.59194,-0.11898,0.50548,0.24409,0.13129,0.59445,0.28257,0.34525,0.37363,0.54258,0.52802,0.44735,0.035356,0.20775,-0.21864,0.1652,0.39994,0.38289,-0.066723,0.53131,-0.42488,0.34414,-0.30115,0.4835,0.11448,0.23376,0.23985,0.082916,0.27963,0.15695,0.54983,0.16762,-0.43574,0.23975,0.13618,0.68617,0.2218,0.24004,0.575,0.72275,0.19677,-0.40598,0.58189,0.49304,0.022636,0.25956,0.2789,0.34342,0.11384,0.21578,-0.21713,0.090099,0.2037,0.08089,-0.44266,0.089121,0.56614,0.32875,0.48108,-0.0018698,0.19468,0.39516,-0.0029886,-0.2622,0.19771,0.27419,0.14459,-0.29906,0.17042,0.055833,0.2049,0.6008,0.66117,-0.38949,0.523,-0.0046825,0.36079,0.89518,-0.7749,0.85759,0.083208,0.45161,-0.2609,0.62502,-1.10739507206771,0.732648838365893,-1.24620025912947,-0.351647599768819,-0.566231394499277
295807,-0.020293,-0.025128,-0.031631,-0.055613,0.055291,0.053488,-0.13765,0.015115,0.21967,0.26791,-0.089361,0.25215,-0.29816,0.40459,0.23166,0.31668,0.018965,0.17022,0.070871,-0.17911,-0.18387,-0.25477,-0.26455,-0.13375,0.29823,0.059612,0.35424,-0.059103,0.24006,-0.11988,-0.019612,-0.18946,0.077684,0.10833,0.40164,0.001059,-0.2709,-0.05442,0.019153,-0.072099,-0.16662,-0.56962,-0.049688,0.28146,0.264,0.11064,0.035186,0.1127,-0.40523,-0.10891,0.28478,-0.16314,0.34135,0.27939,-0.11793,0.016157,-0.12131,-0.26142,-0.11993,0.38353,0.39418,0.16726,0.14854,0.14574,0.26411,-0.073009,0.191,-0.019377,0.14723,0.092545,0.091691,0.3177,0.073032,0.035377,0.14178,-0.35536,-0.21399,0.092685,0.21564,0.30105,-0.10322,0.23545,0.27949,0.0037653,0.099911,0.033113,0.070083,0.45913,-0.31166,0.026886,-0.15647,0.52709,-0.40948,-0.50431,0.057551,-0.18179,-0.020148,-0.069973,-0.038227,0.22931,0.60405,-0.23409,0.5202,-0.020897,0.036825,-0.35119,0.03932,-1.69919880480289,-0.379024187333299,-0.898126333388637,-2.0570242232033,0.121891697263774
298608,-0.21553,-0.36033,-0.56535,-0.050483,0.20947,-0.11538,0.42602,0.50972,0.56371,-0.18869,0.056111,0.5644,-0.65282,-0.099205,-0.092203,-0.26992,-0.047469,-0.14863,0.36011,-0.26389,0.1974,0.00054132,-0.087853,-0.0012286,-0.31247,0.34392,-0.23962,0.26685,0.12842,0.25171,0.018478,0.54998,0.088675,0.014474,-0.10048,0.032157,0.38227,-0.36993,-0.13147,0.006698,0.072714,-0.099812,0.60814,-0.62475,0.36333,-0.66191,0.18737,0.14837,0.23024,0.40478,-0.21266,0.28063,-0.24499,-0.32939,0.24413,-0.47811,0.16797,0.029764,0.26477,0.59066,0.24336,0.68066,0.34314,0.055241,0.0080364,0.024818,0.21178,-0.090979,-0.01694,-0.17266,0.11193,0.011587,-0.08652,0.16278,-0.27159,-0.30302,0.010857,-0.42648,-0.085142,0.45783,0.065705,-0.05483,-0.0045863,0.069152,0.49681,0.36118,-0.44578,0.04144,0.35808,0.095808,-0.50096,0.22353,-0.098994,-0.71567,0.41157,0.59851,-0.54955,0.45094,-0.38231,-0.037344,0.7821,-0.75412,0.42493,0.032741,-0.23142,0.36877,0.14113,-0.821359828082759,-0.676063985651057,-1.82602507576506,0.804974118973235,-1.07910900049696
323839,-0.042307,-0.23744,-0.060277,-0.35774,-0.1731,0.23053,0.2146,0.3372,-0.065057,0.45381,-0.037515,0.45634,-0.15597,0.14001,0.24332,-0.01258,0.027373,-0.0023016,0.20432,-0.18245,-0.18895,0.033561,-0.024547,-0.06575,-0.19135,0.36573,-0.059347,-0.10337,0.34708,0.13972,0.26557,-0.10834,0.1258,0.42363,-0.0075345,0.4556,0.10356,0.091667,0.0083612,0.30959,-0.47561,-0.33641,-0.030824,-0.33853,0.16468,-0.36752,0.026196,-0.15484,-0.053824,-0.066819,-0.015416,0.17479,-0.22959,-0.13091,0.34618,0.10016,0.54564,0.3381,0.031242,0.31332,0.61934,0.66519,0.48666,0.34372,0.064887,0.1109,0.42325,0.22507,0.26066,-0.13181,0.44687,0.32948,-0.27912,0.28155,0.55759,0.12426,-0.37506,0.08263,0.014345,0.49983,0.30017,0.55219,0.24412,0.23144,0.16175,0.29693,-0.3379,0.25856,0.077675,0.14541,0.055414,0.39533,0.33604,-0.32067,0.34847,-0.2281,0.059755,0.15837,-0.27459,-0.36419,0.5268,-0.29384,0.069667,0.24021,0.41791,-0.18829,-0.28312,0.899686437591464,-0.903162694718441,-0.694057239381037,-1.13914981533313,0.299140473561444
337260,0.43413,0.38704,-0.11687,-0.13353,-0.041606,0.15842,-0.012129,0.10763,0.17661,0.15364,-0.22304,0.15296,-0.019366,0.12648,0.062251,-0.26815,-0.020005,0.17988,-0.053954,-0.25257,0.14501,-0.1265,-0.011357,0.10434,-0.091534,0.028005,-0.021594,0.033558,-0.25499,-0.12036,-0.31795,-0.23018,0.11652,0.039922,0.15851,-0.24917,-0.15327,0.11168,-0.088939,-0.29299,-0.51249,-0.31703,-0.023006,-0.36119,0.083306,-0.1753,0.044587,-0.40406,-0.070069,0.21422,0.27507,0.29178,-0.37455,0.017727,-0.05605,0.2176,0.088315,-0.11188,0.24203,0.72339,0.27744,0.30032,0.38444,-0.0060927,-0.18033,0.27178,0.24347,-0.021738,0.13222,0.29209,-0.15984,0.091032,0.084149,0.16262,-0.027292,-0.16215,-0.31513,0.74402,0.098794,0.30602,-0.074331,-0.060306,0.072217,0.15467,0.23498,-0.19726,-0.16257,0.33104,0.27869,-0.21448,-0.070152,0.50233,-0.086352,-0.072921,0.51136,0.36119,-0.25066,0.39162,-0.18287,0.28171,0.5816,-0.15822,0.42474,0.36033,-0.28276,0.23639,0.19324,-0.363095337992517,-0.549619749975009,1.94645751713112,-0.499089189547962,0.672088796351131
348851,0.30931,-0.035629,-0.24909,0.22409,0.11095,0.12853,-0.13721,0.27169,0.19313,0.39093,0.07602,0.30393,0.1834,0.46664,0.16152,0.18503,0.11326,0.093575,0.20082,0.032373,-0.22971,0.052108,0.11513,-0.054025,-0.06321,0.61217,0.33743,-0.092413,0.42891,0.14114,0.096412,0.27038,-0.078815,0.23275,0.41015,0.18187,0.08618,0.0080488,0.33569,-0.081926,0.070915,-0.28627,0.29863,0.18928,0.55639,-0.0986,0.74382,0.065413,-0.25957,-0.078305,-0.11723,-0.28552,0.57242,0.2208,0.16685,-0.020072,0.37048,-0.117,0.077543,0.67857,0.30341,0.49092,0.72641,0.37247,-0.01324,0.034441,-0.13621,0.37894,-0.12489,-0.10809,-0.50338,-0.11085,-0.36315,-0.23558,-0.61393,0.23941,-0.22953,0.74349,0.19858,0.31404,-0.035908,0.25872,0.085898,0.17658,0.21761,0.13205,-0.026032,0.37291,0.52053,-0.2008,-0.11561,0.42544,-0.049736,-0.17685,0.55803,-0.11862,-0.074363,0.17348,0.42177,0.48175,0.49978,-0.48055,-0.099588,0.046328,0.15606,0.043517,0.22737,-0.0635789596458818,0.340216185157847,1.25064661556717,-0.703061998615695,-1.14465231103806
403692,0.30215,0.52919,0.23615,-0.44014,0.47455,-0.54397,0.51474,0.22432,0.63817,0.43224,0.33366,0.53649,-0.22032,0.0083628,0.1775,0.33955,0.0022539,0.17493,0.26236,0.32316,0.17467,0.055433,-0.04815,0.16754,0.12362,0.11373,-0.0478,-0.92026,0.18862,0.18683,0.014562,-0.76822,-0.54159,0.48995,0.1092,-0.51014,-0.072225,0.11008,0.45747,-0.1954,0.031085,0.33991,0.43085,0.045287,0.27412,-0.15192,0.44094,0.20667,-0.31804,-0.010719,0.15163,-0.054622,0.033986,-0.23816,0.51127,0.13074,0.51154,0.53018,0.14315,0.42966,0.43635,0.37732,0.14567,0.57852,-0.43865,0.49716,0.29815,0.36938,0.19257,0.5693,-0.119,-0.51941,0.38858,-0.42197,0.46234,-0.15205,0.62471,0.74701,-0.064762,0.69958,-0.083242,0.0097958,0.027677,0.030577,-0.051616,0.08886,0.097199,0.11596,0.73028,0.43884,-0.65782,0.34375,-0.030424,0.44268,0.7619,0.79623,-0.66388,0.73664,0.38917,0.73022,0.9169,-0.83011,0.92559,-0.31661,-0.48357,0.6832,-0.045565,-0.27084074848584,1.84916716962559,0.859234426564228,2.11605985888594,-0.208298943269423
404156,0.17595,-0.17722,-0.02934,-0.040642,-0.10189,-0.1107,0.053306,0.12711,0.16082,0.017029,-0.16779,0.024923,0.071824,0.43338,0.26977,0.1978,-0.42571,-0.24072,-0.26647,-0.20413,-0.099419,0.23423,-0.094777,0.08276,-0.21576,0.15278,-0.34897,0.033803,-0.27668,-0.048637,0.086858,0.13686,-0.11142,-0.28594,-0.31619,0.10685,-0.13953,-0.096907,-0.097952,0.0241,-0.48919,-0.48101,-0.11256,-0.40043,-0.16655,0.14837,0.39162,-0.54173,-0.45015,0.14026,0.42797,0.52553,0.047362,0.32971,-0.2218,0.053596,0.03398,-0.099715,0.19443,0.29316,0.75198,-0.035333,0.55005,0.0038551,-0.1491,0.24121,-0.056512,-0.12564,-0.24796,-0.15231,0.026557,-0.16896,-0.11201,-0.29741,-0.073066,0.018851,0.12407,-0.11104,-0.3582,-0.11827,-0.088106,0.36737,-0.14497,0.63144,0.069872,0.10954,0.23886,0.53026,0.44674,-0.0087427,-0.01504,0.33673,-0.19839,0.050005,0.25769,0.26939,0.23373,0.046182,-0.30284,-0.11595,0.36392,0.24543,0.37912,0.28551,0.21753,-0.030813,0.64958,-0.554617433778492,0.176152304629121,0.0962415796950111,-0.75475587729192,2.23141747912387
427131,0.21678,0.087964,-0.14309,-0.4719,0.10568,0.21492,0.40524,0.41551,0.46231,0.48525,0.23012,0.29246,0.0077,0.47254,0.58169,0.4945,0.1583,0.22245,0.37783,-0.17617,0.030099,-0.056236,0.015072,0.31997,0.20863,0.43767,0.15048,0.37723,0.19528,-0.02614,0.10455,-0.011078,0.032568,0.53577,0.25753,0.086696,-0.0081245,0.1663,-0.15502,0.042357,-0.40805,-0.096414,-0.11079,0.0091892,0.087751,0.36667,0.561,0.1478,-0.13539,-0.012886,0.46173,0.39316,-0.548,0.34418,-0.058782,-0.19054,0.47331,0.051816,0.2099,0.52325,0.60086,0.71324,0.27275,-0.18677,-0.36946,0.58066,0.39618,-0.15003,0.0053903,0.17509,0.042764,0.1026,-0.17988,0.13382,0.08314,0.52462,-0.17515,0.6371,0.50626,0.32913,-0.029053,0.53208,0.62631,0.25978,0.19267,-0.23016,-0.42296,0.42921,0.32736,-0.054122,-0.13715,0.59751,0.12789,0.31795,0.48381,0.11199,-0.20952,0.22243,-0.33241,0.32163,0.30621,-0.39158,0.40776,-0.27644,0.64434,0.26818,0.44475,-0.844439666455185,0.171302361919527,-0.68216786461214,1.14841209093948,-0.434429770041625
427246,0.55421,-0.033782,-0.19908,0.29009,-0.12306,-0.12865,0.11119,0.51483,0.23557,0.24121,0.38965,0.66273,-0.083402,0.53916,0.57805,0.436,0.46754,0.4074,0.38293,0.15426,-0.13445,-0.026398,0.18206,0.3408,0.18871,0.66445,0.3958,0.48779,0.27238,0.41031,-0.2449,-0.17204,0.21512,0.4776,0.45207,0.35864,0.49246,0.062813,0.46068,0.3266,-0.20866,-0.40636,-0.048763,-0.26499,0.24338,-0.16573,0.52871,0.44171,-0.15024,-0.10659,0.31953,0.64501,-0.206,0.2375,0.48203,0.092084,0.58257,0.56372,0.32626,0.68647,0.32437,0.48716,0.48119,0.3714,-0.31729,0.48333,0.48268,0.0049007,0.35852,0.28772,-0.40461,-0.10982,-0.16484,0.29258,0.24047,0.29687,-0.30863,0.48629,0.34907,0.053212,-0.03176,0.014581,-0.072145,0.11773,0.38514,0.28889,-0.043449,0.38643,0.35044,0.36691,0.015331,0.4527,-0.34111,0.13871,0.50818,-0.092186,0.050845,0.25702,-0.33727,-0.37014,0.51406,0.079582,0.44224,0.093948,0.2927,0.29943,0.55979,-0.730809553918899,-1.37391834177685,0.0773006725470881,0.677097348085116,0.162831045068287
438939,0.38318,-0.23055,-0.1086,-0.18587,0.053196,0.27681,-0.023912,0.58131,0.70424,0.45957,0.31906,0.68961,0.14291,0.84851,0.5041,0.48679,0.18605,0.39551,-0.24836,0.0050717,0.54852,0.13942,0.02451,0.13229,-0.23668,0.33877,0.24688,-0.30121,0.70502,0.040869,0.48396,-0.10239,-0.20056,0.21257,0.33479,0.6101,-0.010101,0.15617,0.42404,0.40467,0.1282,0.53851,0.2978,0.40403,0.40352,0.28352,0.51464,-0.057523,0.62457,0.63558,0.10711,0.40311,0.41463,0.3957,0.17365,0.18628,0.54987,0.39012,0.052916,0.39908,-0.10599,0.61797,0.70387,0.43295,0.069789,0.4221,0.51158,0.54894,0.36267,0.078553,0.27529,0.18174,0.47898,0.26031,0.33324,-0.32708,-0.43243,0.57251,-0.60228,0.26412,-0.2777,0.16362,0.043832,0.1953,0.12088,0.53906,-0.018091,0.57774,0.064155,0.082095,0.51525,0.64355,0.43603,0.49574,0.2089,0.46836,0.28298,0.26695,0.65771,0.70797,0.70763,-0.055939,0.40352,-0.40216,-0.019195,0.57652,-0.32741,-0.451582027139294,-0.825183880378333,-0.602902104521407,0.529303990149472,-0.821654140069865
441598,0.037074,-0.70208,-0.53855,0.023721,0.23616,-0.4915,-0.39967,0.48932,0.60971,0.26457,-0.2368,0.33233,-0.21692,0.67287,0.58375,0.7286,0.43115,0.4038,-0.18204,-0.084207,-0.50512,-0.11638,0.2401,-0.44847,-0.18601,0.78427,0.081089,0.70144,-0.055216,-0.07492,-0.40576,-0.17578,-0.33928,0.26661,0.1564,0.078703,0.014945,-0.37869,0.12201,0.062035,0.03003,-0.50727,-0.030712,0.44463,0.59666,0.021357,0.74488,-0.0075132,-0.41545,-0.12096,-0.077032,0.61265,-0.07842,0.68748,-0.037485,0.31927,0.79286,0.50431,0.49601,0.51887,0.37286,0.59862,0.27161,-0.034202,-0.48006,0.2102,0.56046,-0.11565,-0.11569,-0.011739,-0.16392,-0.063423,0.013093,-0.17341,0.24706,0.56407,-0.047571,-0.47575,-0.58521,0.46492,0.11074,0.42631,0.11058,0.49009,0.56206,0.26993,-0.026601,0.29677,0.418,-0.049775,-0.19472,0.58746,-0.40528,-0.39792,0.26437,0.14024,0.10826,0.51137,0.38316,0.44319,-0.093186,0.28116,0.58667,-0.085128,0.42213,0.19301,0.75668,-0.391072696934061,0.5234283999965,-0.319117555749404,0.632695135866102,0.683148529413729
459624,-0.22006,-0.54366,-0.34161,0.11048,0.62901,-0.33423,0.49291,0.27017,0.67894,-0.39863,0.18036,0.64269,0.070449,0.36592,0.46335,0.41171,0.40544,0.27098,0.17599,0.24458,0.066957,0.087323,-0.14229,0.19086,-0.11554,0.45882,-0.17531,0.53805,0.50209,-0.038673,-0.050071,-0.51081,-0.31452,0.037518,-0.22893,-0.41763,-0.078884,0.091288,0.17873,-0.043285,0.11814,-0.19509,0.10009,-0.31307,0.18345,-0.31351,0.39698,-0.41613,-0.15415,-0.30279,0.080833,0.35817,-0.32395,0.40358,0.18507,-0.56666,0.78613,0.53072,-0.037617,0.64645,0.46267,0.54772,0.69269,0.4372,0.10702,0.24238,0.34796,0.22695,-0.14449,-0.14346,-0.054142,0.42252,0.3256,-0.28843,-0.31503,-0.098079,-0.054986,-0.46994,0.0033836,0.46941,-0.15916,-0.23269,0.15859,0.17111,0.23652,0.28265,-0.059472,0.36153,0.49846,0.34524,0.14566,0.3181,0.0061135,-0.07917,-0.05281,-0.22432,0.18634,-0.095208,-0.55492,-0.39942,-0.018518,-0.3179,0.8694,-0.51764,0.44856,0.413,0.11384,-1.4232565162781,2.14124676413316,1.36313630222954,0.00337699231095408,-0.202124933159693
467185,-0.22072,-0.62132,-0.45101,-0.28232,-0.16006,-0.21089,0.011968,0.17542,0.48692,-0.045698,0.1997,0.56931,0.68853,0.72419,0.33037,0.68085,-0.19337,-0.086902,0.077545,0.098058,0.16794,0.37475,0.18162,0.23478,-0.19091,0.43425,0.19755,0.026228,0.16204,0.24909,0.16699,0.46008,0.26054,0.15418,0.15402,0.33584,0.15075,0.061966,0.26218,-0.16044,-0.15166,-0.23161,0.13631,0.12546,0.0054086,0.44373,0.45518,-0.062015,0.13979,0.12729,0.23813,0.4395,0.27412,0.34274,0.10341,0.49401,0.51166,0.21669,0.39758,0.5814,0.33724,0.60507,0.32624,-0.43653,0.041576,0.24618,0.5226,-0.035933,-0.19469,0.24828,-0.090096,-0.055982,-0.037188,-0.20865,-0.1097,0.21293,-0.029524,0.055388,-0.019212,0.51693,-0.28492,0.74157,0.23659,0.1714,0.26881,0.15098,0.12431,0.63187,0.014012,0.10452,0.15276,0.63107,0.33509,-0.11917,-0.19929,0.088059,0.27871,0.12158,0.26642,0.36506,0.42306,0.078305,-0.02436,-0.11989,0.28107,0.021701,0.45331,-0.783069997864898,-0.0635110175176372,0.978733540106631,0.947395645161581,-1.23555181910997
468228,0.26349,0.043017,0.10022,0.37083,-0.023213,0.1331,-0.13506,0.46103,0.54668,-0.010662,0.015401,0.091614,0.22397,0.3498,0.1988,-0.29407,0.13168,-0.13257,0.28304,-0.22362,-0.05876,-0.17588,0.027033,-0.25524,-0.4858,0.38859,0.12558,-0.26504,-0.13149,0.02875,0.11584,0.12799,-0.057249,-0.12848,0.065091,-0.014259,0.25704,-0.018184,0.40677,-0.057254,-0.55932,-0.43797,0.00047848,-0.263,0.12007,0.086318,0.015032,-0.042225,-0.24237,-0.34819,0.029298,0.29249,0.25571,-0.10397,0.45626,0.13081,0.36987,0.13588,0.33656,0.42289,-0.093293,0.24145,0.073987,0.28599,-0.070573,0.33757,0.33557,0.0093407,0.48272,0.18958,-0.060158,0.014604,-0.32911,0.062484,-0.44705,-0.2762,-0.10561,0.22948,-0.11913,0.45042,-0.50513,0.17345,0.17157,0.070542,0.084869,0.40694,-0.24505,0.61762,0.17088,0.01233,-0.086309,0.46772,0.07345,0.26613,0.54732,-0.10694,0.0042402,0.35115,-0.3088,0.1629,0.47163,-0.14995,0.3403,-0.065332,0.16907,0.48409,0.025542,-0.466316855867151,-0.281556465844527,0.034981256434811,0.965744872860145,-1.10469218958087
468930,0.662,0.36209,-0.19843,0.10565,0.16501,0.35466,0.16948,0.43916,-0.007812,-0.1616,0.050725,-0.10806,0.19472,0.56403,0.36054,0.11893,-0.21219,0.053194,-0.2739,-0.011394,-0.48257,-0.57054,-0.15872,-0.40238,-0.57744,0.78659,-0.019765,0.55712,-0.52494,-0.040505,-0.6386,-0.6885,-0.40474,-0.3102,0.080704,-0.18488,-0.12261,-0.35485,-0.096651,-0.0095335,-0.40398,-0.3586,-0.28184,-0.040437,-0.036735,0.10968,0.3317,-0.23698,-0.56149,-0.6384,-0.3781,-0.52935,0.14112,0.56709,0.2417,0.55947,0.3904,0.097328,0.21904,0.29416,0.38809,0.53145,0.16463,0.47126,-0.088637,0.41288,0.22382,0.16169,0.080591,-0.091434,0.43231,0.37732,-0.37823,0.20035,-0.41059,0.55128,0.19104,0.71897,-0.23907,0.17811,0.42404,0.46115,0.39366,0.14371,0.40238,0.45683,-0.031556,0.68834,0.2411,0.40019,-0.039294,0.73936,-0.46606,-0.28488,0.49327,0.59817,-0.13264,0.61648,0.18467,0.19418,0.49825,-0.5673,0.54159,-0.36047,-0.27145,0.67514,-0.37511,-0.235783663610234,0.786403701097423,-0.569566810229008,-0.411082367386314,-0.947024737526953
469535,-0.020402,-0.545,-0.37674,0.025908,-0.0944,0.36214,-0.45501,0.22918,0.29531,0.05568,0.078334,0.054103,-0.16182,0.63937,0.58607,0.25273,0.38087,0.21839,-0.1433,0.25995,-0.074477,0.53317,0.1983,-0.18343,-0.23272,0.49795,-0.16488,-0.42492,0.40546,0.26514,0.10468,0.58183,-0.17764,0.35653,-0.0053773,0.4239,0.13816,-0.34947,0.24003,-0.078883,0.18504,-0.5091,0.22817,-0.0013333,0.40779,0.10444,0.69404,0.18081,-0.080034,0.4295,-0.090559,0.13621,0.18814,0.46124,0.061467,0.017958,0.51431,0.050269,0.2329,0.5039,0.20622,0.61036,0.36858,0.52874,0.32968,-0.21704,0.21116,-0.25259,0.023121,-0.12987,0.18948,0.27176,0.080732,0.11696,0.037227,-0.19454,0.044391,0.30266,-0.027198,0.63379,0.30384,0.55811,-0.28677,0.11499,0.16752,0.17327,0.062696,-0.073394,0.38599,0.15529,-0.1739,0.36291,-0.15992,0.21259,0.2441,0.14953,0.58176,-0.34811,0.29513,0.39755,0.60305,-0.51942,0.01059,0.15566,0.30933,-0.16775,0.24877,-0.180681785124691,-0.639081691178892,-0.290199459319365,0.879838222543256,-0.915953717384536
472665,0.46828,0.072178,-0.2101,-0.089635,-0.2088,-0.14738,-0.07324,0.50575,0.45011,0.37697,-0.53359,-0.07288,0.14187,0.93928,0.39498,-0.19084,-0.37648,-0.29274,-0.89139,-0.41694,0.17359,0.19438,-0.68144,-0.26333,0.81899,0.2409,-0.22382,0.26179,-0.6609,-0.3448,0.064602,0.13879,-0.57002,-0.32602,-0.26309,0.71703,-0.34113,0.13125,-0.063892,0.24574,-0.50122,-0.34803,0.036044,-0.23704,-0.047294,-0.12751,0.18407,0.084493,-0.26386,-0.020397,0.18262,0.17765,-0.2413,0.11974,0.23109,0.13042,0.61363,0.42917,0.22225,0.6737,0.57921,0.62201,0.26969,0.14911,0.32204,-0.44755,0.16657,-0.2709,-0.24275,-0.072547,-0.0019437,-0.029218,-0.637,0.1831,-0.13412,-0.16072,0.18493,-0.8351,-0.083295,0.4529,-0.45314,0.69623,-0.75268,-0.099782,-0.17894,0.10523,0.12795,0.47285,0.32353,0.20226,0.10078,0.66315,-0.5194,-0.20514,0.472,0.20436,-0.069634,0.29313,-0.014743,0.22111,0.7909,-0.58452,0.28758,0.12918,0.30611,-0.37338,0.41706,0.469879241643303,0.955614301877518,-0.29958268963087,1.49196588900604,0.564047222471384
